scenario,threshold_percentile,simulation_objective,tps_proxy,simulated_outcome_utility,zip_fallback_rate,zip_continuity_rate,workload_gini,unassigned_rate,travel_proxy,scenario_best_objective,scenario_threshold_regret,selection_simulation_objective,selection_tps_proxy,selection_simulated_outcome_utility,selection_zip_fallback_rate,selection_zip_continuity_rate,selection_workload_gini,selection_unassigned_rate,selection_travel_proxy,selection_scenario_best_objective,selection_scenario_threshold_regret,held_out_simulation_objective,held_out_scenario_best_objective,held_out_scenario_threshold_regret,threshold_evaluation_role
A,0.75,0.5775966902320033,60.843808150403945,0.6099977657375101,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5775966902320033,0.0,0.5775966902320033,60.843808150403945,0.6099977657375101,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5775966902320033,0.0,,,,fixed_threshold_only_no_optimization
B,0.75,0.5906553244239262,62.149671569596244,0.623056399929433,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5906553244239262,0.0,0.5906553244239262,62.149671569596244,0.623056399929433,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5906553244239262,0.0,,,,fixed_threshold_only_no_optimization
C,0.75,0.5542091118745751,58.5050503146611,0.5866101873800819,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5542091118745751,0.0,0.5542091118745751,58.5050503146611,0.5866101873800819,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5542091118745751,0.0,,,,fixed_threshold_only_no_optimization
D,0.75,0.5246549273917642,55.549631866380025,0.557056002897271,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5246549273917642,0.0,0.5246549273917642,55.549631866380025,0.557056002897271,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5246549273917642,0.0,,,,fixed_threshold_only_no_optimization
E,0.75,0.5456844851016065,57.65258763736425,0.5780855606071132,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5456844851016065,0.0,0.5456844851016065,57.65258763736425,0.5780855606071132,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.5456844851016065,0.0,,,,fixed_threshold_only_no_optimization
F,0.75,0.6303264851016064,66.11678763736425,0.6627275606071131,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.6303264851016064,0.0,0.6303264851016064,66.11678763736425,0.6627275606071131,0.011745951841597449,0.9472235278318674,0.30781579293993677,0.007133333333333325,17.235110454575974,0.6303264851016064,0.0,,,,fixed_threshold_only_no_optimization
G,0.75,0.5746502999433574,60.11644517202485,0.6027241359537192,0.13558184411443913,0.7503525146041765,0.30779384000702503,0.007133333333333325,12.908749076747466,0.5746502999433574,0.0,0.5746502999433574,60.11644517202485,0.6027241359537192,0.13558184411443913,0.7503525146041765,0.30779384000702503,0.007133333333333325,12.908749076747466,0.5746502999433574,0.0,,,,fixed_threshold_only_no_optimization
H,0.75,0.2769605547619628,42.91435950197433,0.4306140541718599,0.012668848057722963,0.9435530639860816,0.3070064072140486,0.3102666666666667,17.26657645466847,0.2769605547619628,0.0,0.2769605547619628,42.91435950197433,0.4306140541718599,0.012668848057722963,0.9435530639860816,0.3070064072140486,0.3102666666666667,17.26657645466847,0.2769605547619628,0.0,,,,fixed_threshold_only_no_optimization
I,0.75,0.5742705563159838,60.49409846455611,0.6065006688790319,0.010319657689403473,0.9470220909151951,0.3054805497014401,0.007133333333333325,17.157557241657155,0.5742705563159838,0.0,0.5742705563159838,60.49409846455611,0.6065006688790319,0.010319657689403473,0.9470220909151951,0.3054805497014401,0.007133333333333325,17.157557241657155,0.5742705563159838,0.0,,,,fixed_threshold_only_no_optimization
