profile_id,health_status,age_group,house_price_zip,area_type,housing_type,distance_to_clinic,driving_condition,need_mean_PPH,weighted_need_mean_PPH,need_mean_DTC,weighted_need_mean_DTC,need_mean_DFS,weighted_need_mean_DFS,need_mean_Oral_Meds,weighted_need_mean_Oral_Meds,need_mean_Dyspnea,weighted_need_mean_Dyspnea,need_mean_Recommend,weighted_need_mean_Recommend,need_mean_Agency_Rating,weighted_need_mean_Agency_Rating,need_mean_Care_Issues,weighted_need_mean_Care_Issues,need_mean_Communications,weighted_need_mean_Communications,need_mean_Care_of_Patients,weighted_need_mean_Care_of_Patients,rho_raw,risk_percentile_u,threshold_percentile,threshold_route
profile_0011,healthy,age_80_plus,high,micropolitan,apartment,far,good_summer,0.35165508375769844,0.0914303217770016,0.33612308782173733,0.03025107790395636,0.3300760835986721,0.06601521671973441,0.33861582097260245,0.03047542388753422,0.42898389535785764,0.025739033721471457,0.38810995548454147,0.023286597329072487,0.3465431743534805,0.020792590461208828,0.27165490619823995,0.016299294371894396,0.29676098546738716,0.01780565912804323,0.3624434582320751,0.021746607493924503,0.3438418227938415,0.269026902690269,0.75,lower_risk_zip_policy
profile_0012,healthy,age_80_plus,high,micropolitan,apartment,far,bad_winter,0.4128105667532325,0.10733074735584046,0.39623876912738115,0.0356614892214643,0.39654405400586945,0.0793088108011739,0.3742849285465737,0.03368564356919163,0.5403583969464049,0.03242150381678429,0.5039896223303787,0.03023937733982272,0.3906225105213507,0.023437350631281044,0.31484840470514125,0.018890904282308475,0.34119398002079887,0.020471638801247933,0.4913866873962184,0.029483201243773103,0.4109306670628879,0.4264574685624001,0.75,lower_risk_zip_policy
profile_0013,healthy,age_80_plus,high,metropolitan,single_home,near,good_summer,0.22356770824148134,0.05812760414278515,0.20691817018316633,0.01862263531648497,0.21054644269575498,0.042109288539150996,0.23265454364630136,0.020938908928167122,0.1617784392900028,0.009706706357400167,0.10340473418992156,0.006204284051395293,0.12563960405603608,0.007538376243362165,0.20440260748597827,0.012264156449158696,0.1872748077098222,0.01123648846258933,0.1512853126262484,0.009077118757574902,0.19582556724806885,0.045104510451045104,0.75,lower_risk_zip_policy
profile_0014,healthy,age_80_plus,high,metropolitan,single_home,near,bad_winter,0.28472319123701545,0.07402802972162402,0.2670338514888101,0.02403304663399291,0.2770144131029506,0.05540288262059012,0.26832365122027263,0.024149128609824537,0.27315294087854786,0.016389176452712872,0.2192844010357555,0.01315706406214533,0.16971894022390946,0.010183136413434567,0.24759610599287954,0.014855766359572772,0.2317078022632375,0.01390246813579425,0.2802285417903917,0.0168137125074235,0.2629144115171149,0.11641164116411641,0.75,lower_risk_zip_policy
profile_0015,healthy,age_80_plus,high,metropolitan,single_home,medium,good_summer,0.27028370219640313,0.07027376257106481,0.2509007764056742,0.02258106987651068,0.25116575794459645,0.05023315158891929,0.2601885915981381,0.02341697324383243,0.28213101367926124,0.016927860820755675,0.22614610214604136,0.013568766128762481,0.22700485938068046,0.013620291562840827,0.22940936977944792,0.013764562186766876,0.21442830438135477,0.012865698262881286,0.24584368067995582,0.01475062084079735,0.25200275708313175,0.10456045604560456,0.75,lower_risk_zip_policy
profile_0016,healthy,age_80_plus,high,metropolitan,single_home,medium,bad_winter,0.3314391851919372,0.08617418814990367,0.3110164577113197,0.027991481194018772,0.3176337283517939,0.06352674567035878,0.2958576991721075,0.026627192925489675,0.3935055152678063,0.023610330916068376,0.3420257689918753,0.020521546139512518,0.2710841955485507,0.01626505173291304,0.2726028682863492,0.016356172097180953,0.2588612989347665,0.015531677936085989,0.37478690984409907,0.022487214590645944,0.31909160135217773,0.21392139213921393,0.75,lower_risk_zip_policy
profile_0017,healthy,age_80_plus,high,metropolitan,single_home,far,good_summer,0.3169996961513251,0.08241992099934453,0.2948833826281838,0.02653950443653654,0.2917850731934397,0.05835701463868795,0.2877226395499749,0.02589503755949774,0.4024835880685175,0.024149015284111047,0.34888747010215787,0.020933248206129473,0.3283701147053217,0.0197022068823193,0.2544161320729176,0.015264967924375055,0.24158180105288377,0.014494908063173025,0.3404020487336597,0.020424122924019582,0.3081799469181942,0.1927192719271927,0.75,lower_risk_zip_policy
profile_0018,healthy,age_80_plus,high,metropolitan,single_home,far,bad_winter,0.37815517914685903,0.09832034657818335,0.35499906393382763,0.03194991575404449,0.3582530436006353,0.07165060872012706,0.32339174712394614,0.02910525724115515,0.5138580896570626,0.030831485379423755,0.4647671369479951,0.027886028216879705,0.3724494508731951,0.022346967052391704,0.2976096305798188,0.01785657783478913,0.28601479560629905,0.01716088773637794,0.469345277897803,0.02816071667386818,0.3752687911872404,0.3426842684268427,0.75,lower_risk_zip_policy
profile_0019,healthy,age_80_plus,high,metropolitan,apartment,near,good_summer,0.2872713363618294,0.07469054745407565,0.2801452253567257,0.025213070282105312,0.27978391186991775,0.05595678237398355,0.29808863404682356,0.02682797706421412,0.19537037810747657,0.011722222686448593,0.1568899415295376,0.009413396491772256,0.16237238419593003,0.009742343051755802,0.2413428377545289,0.014480570265271733,0.26251915009323396,0.015751149005594038,0.1813417801240914,0.010880506807445484,0.25467856548266654,0.1072107210721072,0.75,lower_risk_zip_policy
profile_0020,healthy,age_80_plus,high,metropolitan,apartment,near,bad_winter,0.34842681935736325,0.09059097303291445,0.3402609066623695,0.030623481599613256,0.3462518822771134,0.06925037645542269,0.33375774162079486,0.030038196745871534,0.3067448796960238,0.01840469278176143,0.27276960837537156,0.016366176502522294,0.20645172036380025,0.012387103221828014,0.28453633626143016,0.01707218017568581,0.30695214464664927,0.018417128678798956,0.31028500928823466,0.01861710055729408,0.32176740975171253,0.21887188718871886,0.75,lower_risk_zip_policy
profile_0021,healthy,age_80_plus,high,metropolitan,apartment,medium,good_summer,0.33398733031675115,0.0868367058823553,0.32412783157923364,0.029171504842131026,0.32040322711875924,0.06408064542375184,0.32562268199866035,0.02930604137987943,0.315722952496735,0.018943377149804097,0.2796313094856542,0.01677787856913925,0.2637376395205713,0.015824258371234277,0.26634960004799857,0.015980976002879912,0.2896726467647665,0.01738035880588599,0.2759001481777953,0.016554008890667715,0.31085575531772885,0.20292029202920292,0.75,lower_risk_zip_policy
profile_0022,healthy,age_80_plus,high,metropolitan,apartment,medium,bad_winter,0.39514281331228507,0.10273713146119412,0.3842435128848791,0.03458191615963912,0.3868711975259566,0.07737423950519133,0.3612917895726316,0.03251626106153684,0.4270974540852801,0.025625847245116806,0.39551097633148813,0.023730658579889288,0.3078169756884446,0.018469018541306677,0.3095430985548998,0.018572585913293988,0.33410564131817827,0.020046338479090695,0.4048433773419386,0.024290602640516315,0.3779445995867752,0.3493349334933493,0.75,lower_risk_zip_policy
profile_0023,healthy,age_80_plus,high,metropolitan,apartment,far,good_summer,0.38070332427167297,0.09898286431063498,0.36811043780174324,0.03312993940215689,0.3610225423676025,0.0722045084735205,0.3531567299504971,0.03178410569554473,0.43607552688599127,0.026164531613159476,0.40237267744177396,0.024142360646506437,0.36510289484521563,0.021906173690712936,0.29135636234146817,0.017481381740488088,0.3168261434362955,0.01900956860617773,0.37045851623149917,0.02222751097388995,0.3670329451527918,0.3246824682468247,0.75,lower_risk_zip_policy
profile_0024,healthy,age_80_plus,high,metropolitan,apartment,far,bad_winter,0.4418588072672069,0.1148832898894738,0.42822611910738706,0.038540350719664836,0.4274905127747981,0.08549810255495963,0.3888258375244665,0.034994325377201985,0.5474500284745364,0.032847001708472184,0.5182523442876079,0.031095140657256475,0.4091822310130859,0.024550933860785152,0.33454986084836946,0.020072991650902167,0.3612591379897108,0.02167554827938265,0.49940174539564247,0.029964104723738547,0.4341217894218375,0.4887830168914354,0.75,lower_risk_zip_policy
profile_0025,healthy,age_80_plus,high,small_town,single_home,near,good_summer,0.2598780088839493,0.06756828230982682,0.24690235765817412,0.02222121218923567,0.24922951615691621,0.04984590323138324,0.25083067986866875,0.022574761188180185,0.17064297870016876,0.010238578722010125,0.12123313663646133,0.00727398819818768,0.1488392546707066,0.008930355280242396,0.22902942766501203,0.01374176565990072,0.21235625517095946,0.012741375310257567,0.1613041351255294,0.009678248107531763,0.22481447019675618,0.07675767576757676,0.75,lower_risk_zip_policy
profile_0026,healthy,age_80_plus,high,small_town,single_home,near,bad_winter,0.3210334918794832,0.08346870788866564,0.3070180389638179,0.02763162350674361,0.3156974865641136,0.06313949731282273,0.28649978744263815,0.025784980869837434,0.28201748028871604,0.01692104881732296,0.2371128034822953,0.014226768208937717,0.19291859083857682,0.011575115450314609,0.2722229261719133,0.016333375570314796,0.2567892497243748,0.015407354983462487,0.2902473642896727,0.01741484185738036,0.2919033144658023,0.1619161916191619,0.75,lower_risk_zip_policy
profile_0027,healthy,age_80_plus,high,small_town,single_home,medium,good_summer,0.3065940028388711,0.07971444073810649,0.290884963880682,0.02617964674926138,0.28984883140575946,0.05796976628115189,0.27836472782050553,0.025052825503845497,0.2909955530894272,0.01745973318536563,0.24397450459257786,0.01463847027555467,0.2502045099953478,0.01501227059972087,0.25403618995848165,0.015242171397508898,0.239509751842492,0.014370585110549521,0.2558625031792333,0.015351750190753998,0.28099166003181886,0.14676467646764677,0.75,lower_risk_zip_policy
profile_0028,healthy,age_80_plus,high,small_town,single_home,medium,bad_winter,0.3677494858344052,0.09561486631694535,0.3510006451863275,0.031590058066769476,0.3563168018129551,0.07126336036259102,0.31403383539447494,0.028263045185502742,0.40237005467797227,0.024142203280678336,0.3598541714384151,0.021591250286304903,0.29428384616322123,0.01765703076979327,0.29722968846538295,0.017833781307922975,0.2839427463959038,0.017036564783754225,0.38480573234337656,0.023088343940602593,0.3480805043008648,0.27480448226293647,0.75,lower_risk_zip_policy
profile_0029,healthy,age_80_plus,high,small_town,single_home,far,good_summer,0.35330999679379294,0.09186059916638617,0.3348675701031916,0.030138081309287246,0.33046814665460095,0.0660936293309202,0.30589877577234226,0.027530889819510802,0.41134812747868343,0.024680887648721006,0.36671587254869764,0.022002952352921858,0.35156976531999223,0.021094185919199534,0.2790429522519513,0.01674257713511708,0.266663248514021,0.01599979491084126,0.3504208712329407,0.02102525227397644,0.33716884986688156,0.25770278197158336,0.75,lower_risk_zip_policy
profile_0030,healthy,age_80_plus,high,small_town,single_home,far,bad_winter,0.414465479789327,0.10776102474522503,0.39498325140883545,0.035548492626795186,0.3969361170617983,0.07938722341235967,0.34156788334631166,0.030741109501168047,0.5227226290672308,0.03136335774403384,0.4825955393945316,0.028955732363671896,0.3956491014878624,0.023738946089271743,0.3222364507588526,0.019334187045531154,0.31109624306743633,0.01866577458404618,0.479364100397084,0.02876184602382504,0.4042576941359277,0.40803909548085904,0.75,lower_risk_zip_policy
profile_0031,healthy,age_80_plus,high,small_town,apartment,near,good_summer,0.32358163700429715,0.08413122562111726,0.3201294128317335,0.028811647154856016,0.318466985331079,0.0636933970662158,0.316264770269191,0.028463829324227186,0.20423491751764253,0.012254095051058551,0.17471834397607414,0.010483100638564448,0.18557203481059742,0.011134322088635846,0.26596965793356264,0.01595817947601376,0.28760059755437123,0.017256035853262273,0.19136060262336888,0.011481636157402133,0.28366746843135326,0.14951720038276683,0.75,lower_risk_zip_policy
profile_0032,healthy,age_80_plus,high,small_town,apartment,near,bad_winter,0.38473711999983123,0.10003165119995612,0.38024509413737734,0.03422205847236396,0.3849349557382764,0.07698699114765528,0.3519338778431622,0.0316740490058846,0.3156094191061898,0.018936565146371386,0.29059801082190806,0.01743588064931448,0.22965137097847077,0.013779082258708246,0.30916315644046394,0.018549789386427835,0.3320335921077865,0.019922015526467187,0.32030383178751215,0.01921822990725073,0.3507563127003998,0.2806161316104137,0.75,lower_risk_zip_policy
profile_0033,healthy,age_80_plus,high,small_town,apartment,medium,good_summer,0.37029763095921914,0.09627738404939698,0.36411201905424145,0.03277008171488173,0.35908630057992225,0.07181726011598445,0.3437988182210277,0.03094189363989249,0.32458749190690095,0.019475249514414057,0.29745971193219395,0.017847582715931638,0.2869372901352418,0.017216237408114506,0.2909764202270323,0.01745858521362194,0.3147540942259038,0.018885245653554227,0.2859189706770763,0.017155138240624576,0.3398446582664166,0.2622170146653674,0.75,lower_risk_zip_policy
profile_0034,healthy,age_80_plus,high,small_town,apartment,medium,bad_winter,0.43145311395475305,0.1121778096282358,0.42422770035988694,0.03818049303238982,0.4255542709871196,0.08511085419742392,0.3794679257949971,0.034152113321549736,0.43596199349544607,0.02615771960972676,0.4133393787780279,0.024800362726681673,0.331016626303112,0.01986099757818672,0.3341699187339336,0.020050195124036014,0.3591870887793155,0.02155122532675893,0.4148621998412196,0.024891731990473173,0.40693350253546245,0.4168910721571063,0.75,lower_risk_zip_policy
profile_0035,healthy,age_80_plus,high,small_town,apartment,far,good_summer,0.41701362491414096,0.10842354247767665,0.40809462527675106,0.03672851627490759,0.39970561582876374,0.07994112316575275,0.3713328661728645,0.0334199579555578,0.44494006629615723,0.026696403977769432,0.42020107988831046,0.025212064793298627,0.3883025454598862,0.02329815272759317,0.31598318252050195,0.018958990951230117,0.3419075908974328,0.020514455453845965,0.3804773387307802,0.02282864032384681,0.3960218481014789,0.392813206034749,0.75,lower_risk_zip_policy
profile_0036,healthy,age_80_plus,high,small_town,apartment,far,bad_winter,0.4781691079096749,0.12432396805651547,0.4682103065823948,0.04213892759241553,0.4661735862359611,0.09323471724719223,0.4070019737468339,0.03663017763721505,0.5563145678847045,0.033378874073082265,0.5360807467341477,0.03216484480404886,0.43238188162775637,0.02594291289766538,0.35917668102740324,0.021550600861644193,0.3863405854508481,0.023180435127050886,0.5094205678949235,0.03056523407369541,0.46311069237052527,0.5498809339486632,0.75,lower_risk_zip_policy
profile_0037,healthy,age_80_plus,high,rural,single_home,near,good_summer,0.3252365500403915,0.08456150301050179,0.3188738951131878,0.028698650560186903,0.3188590483870096,0.06377180967740192,0.28354772506892895,0.025519295256203604,0.18659914963847055,0.011195948978308232,0.15332426104022706,0.009199455662413623,0.19059862577710915,0.011435917546626548,0.273357703987274,0.01640146223923644,0.25750286060100863,0.015450171636060517,0.1793380156242345,0.010760280937454068,0.2769944955043936,0.1413141314131413,0.75,lower_risk_zip_policy
profile_0038,healthy,age_80_plus,high,rural,single_home,near,bad_winter,0.38639203303592556,0.10046192858934065,0.37898957641883163,0.03410906187769484,0.3853270187942053,0.07706540375884106,0.3192168326429002,0.028729514937861016,0.29797365122701563,0.01787841907362094,0.2692039278860643,0.016152235673163855,0.2346779619449825,0.01408067771669895,0.3165512024941753,0.018993072149650517,0.3019358551544204,0.01811615130926522,0.30828124478837776,0.018496874687302666,0.34408333977343974,0.26997699769976996,0.75,lower_risk_zip_policy
profile_0039,healthy,age_80_plus,high,rural,single_home,medium,good_summer,0.37195254399531325,0.09670766143878144,0.3628565013356974,0.032657085120212766,0.3594783636358511,0.07189567272717022,0.31108177302076756,0.02799735957186908,0.3069517240277268,0.01841710344166361,0.27606562899634685,0.01656393773978081,0.29196388110175353,0.017517832866105212,0.29836446628074365,0.017901867976844617,0.28465635727253763,0.017079381436352258,0.2738963836779384,0.0164337830206763,0.3331716853394563,0.24722472247224722,0.75,lower_risk_zip_policy
profile_0040,healthy,age_80_plus,high,rural,single_home,medium,bad_winter,0.43310802699084733,0.1126080870176203,0.42297218264134123,0.038067496437720706,0.4259463340430485,0.0851892668086097,0.34675088059473697,0.031207579253526324,0.4183262256162741,0.025099573536976443,0.3919452958421808,0.023516717750530845,0.3360432172696237,0.02016259303617742,0.34155796478764494,0.020493477887258697,0.32908935182595295,0.019745361109557175,0.4028396128420817,0.0241703767705249,0.40026052960850245,0.4024402440244024,0.75,lower_risk_zip_policy
profile_0041,healthy,age_80_plus,high,rural,single_home,far,good_summer,0.41866853795023523,0.10885381986706116,0.40683910755820535,0.03661551968023848,0.4000976788846944,0.08001953577693888,0.33861582097260245,0.03047542388753422,0.42730429841698303,0.02563825790501898,0.39880699695246663,0.023928419817147998,0.3933291364263948,0.023599748185583684,0.32337122857421025,0.019402273714452613,0.31180985394407024,0.018708591236644215,0.36845475173164227,0.022107285103898536,0.3893488751745188,0.37473747374737476,0.75,lower_risk_zip_policy
