analysis_type,scenario_id,profiling_zip,patient_zip_for_assignment_routing,assignment_zip_routing_applied,scenario_source_mode,distance_from_configured_office_miles,health_status,age_group,house_price_zip,area_type,housing_type,distance_to_clinic,driving_condition,metric_key,metric_display_name,metric_direction,metric_weight,display_mean,display_sd,display_q10,display_q50,display_q90,best_display_mean,worst_display_mean,metric_need_mean,risk_score_rho_raw,risk_percentile_u,threshold_percentile,risk_threshold_classification,public_data_only,expert_configured,semi_synthetic,simulation_based,outcome_validated,points_from_best,points_from_worst,distance_from_best_label,distance_from_worst_label,relative_to_anchor_language
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,PPH,Potentially Preventable Hospitalization (PPH),lower_is_better,0.26,9.766025617372966,1.1758563846904773,8.25910502671727,9.766025617372966,11.272946208028662,6.7639941378592665,16.236005862140736,0.3169370527506847,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,3.0020314795136995,6.46998024476777,points_above_best,points_below_worst,9.77% is 3.00 points above best and 6.47 points below worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,DTC,Discharge to Community–Post Acute Care (DTC-PAC),higher_is_better,0.09,75.56612155315618,1.1786232512667008,74.05565508030807,75.56612155315618,77.07658802600427,78.20719647496098,69.79280352503902,0.3138758716788114,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,2.641074921804801,5.77331802811716,points_below_best,points_above_worst,75.57% is 2.64 points below best and 5.77 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,DFS,Discharge Function Score (DFS/DC Function),higher_is_better,0.2,77.09064278294231,1.1859789544436068,75.57074959717217,77.09064278294231,78.61053596871247,79.61656533329264,71.58343466670735,0.3144381257057336,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,2.52592255035033,5.507208116234963,points_below_best,points_above_worst,77.09% is 2.53 points below best and 5.51 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Oral_Meds,Improvement in Management of Oral Medications,higher_is_better,0.09,89.25660711700463,1.4177730936405097,87.43965778926263,89.25660711700463,91.07355644474664,91.91507202821043,84.28492797178956,0.34841608383116457,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,2.6584649112057974,4.971679145215077,points_below_best,points_above_worst,89.26% is 2.66 points below best and 4.97 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Dyspnea,Improvement in Dyspnea,higher_is_better,0.06,93.29198763943913,1.3297270026347905,91.58787391746559,93.29198763943913,94.99610136141267,94.94666692718015,88.45333307281986,0.25482738526217896,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.6546792877410184,4.838654566619269,points_below_best,points_above_worst,93.29% is 1.65 points below best and 4.84 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Recommend,Willingness to Recommend,higher_is_better,0.06,81.14199343213008,1.2754154338634778,79.50748278614259,81.14199343213008,82.77650407811757,82.17282906153739,77.82717093846263,0.23721047542459278,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.0308356294073064,3.3148224936674495,points_below_best,points_above_worst,81.14% is 1.03 points below best and 3.31 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Agency_Rating,Overall / Agency Rating,higher_is_better,0.06,87.3465443650193,1.3508422883431772,85.61537031558925,87.3465443650193,89.07771841444934,88.65301358499646,84.14698641500355,0.2899381585351642,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.30646921997716,3.1995579500157447,points_below_best,points_above_worst,87.35% is 1.31 points below best and 3.20 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Care_Issues,Specific Care Issues,higher_is_better,0.06,86.16973333116368,1.4539277300077937,84.3064499725835,86.16973333116368,88.03301668974387,87.80551847593341,83.19448152406659,0.35475429102936684,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.6357851447697271,2.975251807097095,points_below_best,points_above_worst,86.17% is 1.64 points below best and 2.98 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Communications,Communications Between Providers and Patients,higher_is_better,0.06,88.65268496242243,1.3758285313430687,86.88948975415879,88.65268496242243,90.41588017068607,89.99100274912888,86.00899725087112,0.3360913959792385,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.3383177867064546,2.6436877115513084,points_below_best,points_above_worst,88.65% is 1.34 points below best and 2.64 points above worst.
reno_age_sensitivity,reno_age_sensitivity_age_60_70,89501,,False,expert_configured_age_sensitivity,0.0,moderate,age_60_70,average,metropolitan,single_home,near,good_summer,Care_of_Patients,Care of Patients,higher_is_better,0.06,91.12910450937206,1.3715453941363287,89.37139836230115,91.12910450937206,92.88681065644295,92.21028390675734,88.18971609324268,0.2689121157840016,0.3094015641730951,0.19746974697472652,0.75,at_or_below_pilot_threshold,True,True,True,True,False,1.0811793973852843,2.9393884161293755,points_below_best,points_above_worst,91.13% is 1.08 points below best and 2.94 points above worst.
